Title,Subtitle,Album,Year,Duration,ImageUrl,MusicUrl,Artist,LocalMusicUrl,LocalImageUrl
Mama,"Jonas Blue, William Singe - Mama",Mama,2017,184,https://c.saavncdn.com/511/Mama-English-2017-20211004205306-150x150.jpg,https://aac.saavncdn.com/511/ad243262998790f904582b28111ac5a2_96.mp4,"['Jonas Blue', 'William Singe']",./music/Mama/Mama.mp3,./music/Mama/Mama.png
Kacey Talk,YoungBoy Never Broke Again - Kacey Talk,Kacey Talk,2020,151,https://c.saavncdn.com/239/Kacey-Talk-English-2020-20200909043141-150x150.jpg,https://aac.saavncdn.com/239/410366c85f172b9bc3517bd63fbbb528_96.mp4,['YoungBoy Never Broke Again'],./music/Kacey Talk/Kacey Talk.mp3,./music/Kacey Talk/Kacey Talk.png
Your Power,Billie Eilish - Happier Than Ever,Happier Than Ever,2021,245,https://c.saavncdn.com/707/Happier-Than-Ever-English-2021-20210730053930-150x150.jpg,https://aac.saavncdn.com/707/861f03178cafebf598517611f238ea8e_96.mp4,['Billie Eilish'],./music/Your Power/Your Power.mp3,./music/Your Power/Your Power.png
Good Drank,"2 Chainz ft. Gucci Mane, Quavo - Pretty Girls Like Trap Music",Pretty Girls Like Trap Music,2017,225,https://c.saavncdn.com/376/Pretty-Girls-Like-Trap-Music-English-2017-20200328182922-150x150.jpg,https://aac.saavncdn.com/376/9c8110a9c9abac3d4e0f8459d1797b94_96.mp4,['2 Chainz'],./music/Good Drank/Good Drank.mp3,./music/Good Drank/Good Drank.png
"Sex, Drugs, Etc.",Beach Weather - Chit Chat,Chit Chat,2016,196,https://c.saavncdn.com/486/Chit-Chat-English-2016-20220531225013-150x150.jpg,https://aac.saavncdn.com/486/13041d293173074c5feab73b71562777_96.mp4,['Beach Weather'],"./music/Sex, Drugs, Etc./Sex, Drugs, Etc..mp3","./music/Sex, Drugs, Etc./Sex, Drugs, Etc..png"
Little Freak,Harry Styles - Harry's House,Harry's House,2022,202,https://c.saavncdn.com/061/Harry-s-House-English-2022-20220518224913-150x150.jpg,https://aac.saavncdn.com/061/34fbaf00f72f3f21309c4323a5e03d7f_96.mp4,['Harry Styles'],./music/Little Freak/Little Freak.mp3,./music/Little Freak/Little Freak.png
Latch,Disclosure ft. Sam Smith - Latch,Latch,2012,257,https://c.saavncdn.com/195/Latch-English-2012-20210326161030-150x150.jpg,https://aac.saavncdn.com/195/3ca6bc2066bcf0c523bd21c0c2fb85f9_96.mp4,['Disclosure'],./music/Latch/Latch.mp3,./music/Latch/Latch.png
Infinity,Jaymes Young - Feel Something,Feel Something,2017,237,https://c.saavncdn.com/197/Feel-Something-English-2017-20190607043125-150x150.jpg,https://aac.saavncdn.com/197/f895a70f7c9d58feea93392ccfce06a4_96.mp4,['Jaymes Young'],./music/Infinity/Infinity.mp3,./music/Infinity/Infinity.png
Spin Bout U,"Drake, 21 Savage - Her Loss",Her Loss,2022,214,https://c.saavncdn.com/180/Her-Loss-English-2022-20221104103657-150x150.jpg,https://aac.saavncdn.com/180/db8e05f0c1312c8a68e181778ff0bbb4_96.mp4,"['Drake', '21 Savage']",./music/Spin Bout U/Spin Bout U.mp3,./music/Spin Bout U/Spin Bout U.png
Summer,Calvin Harris - Summer,Summer,2014,221,https://c.saavncdn.com/352/Summer-2014-150x150.jpg,https://aac.saavncdn.com/352/9f06684258f15ac7e3142582e0646260_96.mp4,['Calvin Harris'],./music/Summer/Summer.mp3,./music/Summer/Summer.png
End Game,"Taylor Swift ft. Ed Sheeran, Future - reputation",reputation,2017,244,https://c.saavncdn.com/140/reputation-English-2017-20171130120722-150x150.jpg,https://aac.saavncdn.com/140/4310d280019504f5f96e8ede87734fab_96.mp4,['Taylor Swift'],./music/End Game/End Game.mp3,./music/End Game/End Game.png
Just Hold On,"Steve Aoki, Louis Tomlinson - Just Hold On",Just Hold On,2016,199,https://c.saavncdn.com/656/Just-Hold-On-English-2016-20231007025735-150x150.jpg,https://aac.saavncdn.com/656/37e91a3f72d5021d9f6dab50727f8800_96.mp4,"['Steve Aoki', 'Louis Tomlinson']",./music/Just Hold On/Just Hold On.mp3,./music/Just Hold On/Just Hold On.png
No Friends In The Industry,Drake - Certified Lover Boy,Certified Lover Boy,2021,204,https://c.saavncdn.com/901/Certified-Lover-Boy-English-2021-20210922033636-150x150.jpg,https://aac.saavncdn.com/901/61734d34465b8baa2d425d7ae45245f4_96.mp4,['Drake'],./music/No Friends In The Industry/No Friends In The Industry.mp3,./music/No Friends In The Industry/No Friends In The Industry.png
Physical,Dua Lipa - Future Nostalgia,Future Nostalgia,2020,193,https://c.saavncdn.com/665/Future-Nostalgia-English-2020-20231009225208-150x150.jpg,https://aac.saavncdn.com/665/f59adc61cad30842d5d32aad77ef76cc_96.mp4,['Dua Lipa'],./music/Physical/Physical.mp3,./music/Physical/Physical.png
Leave The Night On,Sam Hunt - Montevallo,Montevallo,2014,194,https://c.saavncdn.com/847/Montevallo-English-2015-150x150.jpg,https://aac.saavncdn.com/847/79c6e91e89c1435c1f0d99f965d44687_96.mp4,['Sam Hunt'],./music/Leave The Night On/Leave The Night On.mp3,./music/Leave The Night On/Leave The Night On.png
Heatin Up,"LiL Baby, Gunna - My Turn",My Turn,2020,177,https://c.saavncdn.com/467/My-Turn-English-2020-20200228001217-150x150.jpg,https://aac.saavncdn.com/467/5c5e6f9c292a84c5efb8392e86333127_96.mp4,"['LiL Baby', 'Gunna']",./music/Heatin Up/Heatin Up.mp3,./music/Heatin Up/Heatin Up.png
